id,title,content,url,source,author,category,published_at,prediction,score,collected_at
458,"Enhanced Games: Pushing human potential, or lethal circus?","Investors like Peter Thiel and Donald Trump Jr. see the Enhanced Games as proof of how far human limits can stretch. For doping experts, the danger is clear and grave. DW explains the latest controversial sporting event.",https://www.dw.com/en/enhanced-games-pushing-human-potential-or-lethal-circus/a-77201096?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Sports,2026-06-04T10:11:33.291380,,,2026-06-04T10:11:33.291380
459,Pioneer of pop music: Cher turns 80,"Cher has had countless hits and sparked more than a few controversies  while always doing things her own way. At 80, she remains as iconic as ever.",https://www.dw.com/en/pioneer-of-pop-music-cher-turns-80/a-77202087?maca=en-rss-en-all-1573-rdf,DW,Inconnu,NRS-Import,2026-06-04T10:11:33.291380,,,2026-06-04T10:11:33.291380
460,Hearing aids may cut noise by reading brain signals,"In a crowded room, it can be impossible for hearing aid users to focus on what they want or need to hear. Research into auditory neurotechnology may enhance sounds and voices and reduce noise in real-time.",https://www.dw.com/en/hearing-aids-may-cut-noise-by-reading-brain-signals/a-77211054?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Science,2026-06-04T10:11:33.291380,,,2026-06-04T10:11:33.291380
461,How China became Russia's economic lifeline,"Hot on the heels of Donald Trump's visit, Russian President Vladimir Putin travels to Beijing for talks with Xi Jinping. DW explores how China's trade and financial support is helping keep Russia's economy afloat.",https://www.dw.com/en/how-china-became-russia-s-economic-lifeline/a-77193402?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-06-04T10:11:33.293626,,,2026-06-04T10:11:33.293626
462,Germany's crisis-hit chemical industry seeks revival,"Hit by high energy costs and regulation, Germany's chemical companies are scaling back production at home while expanding abroad. Can the trend be reversed?",https://www.dw.com/en/germany-s-crisis-hit-chemical-industry-seeks-revival/a-77166282?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-06-04T10:11:33.293626,,,2026-06-04T10:11:33.293626
463,Elversberg: Bundesliga newcomers from tiny town make history,"A team from a small southwestern German town of just 7,000 inhabitants has made history by sealing promotion to become the 59th club to play in the Bundesliga.",https://www.dw.com/en/elversberg-bundesliga-newcomers-from-tiny-town-make-history/a-77194483?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Sports,2026-06-04T10:11:33.293626,,,2026-06-04T10:11:33.293626
464,Ebola in Africa: Why it's a constant threat,"Ebola is highly contagious and deadly. It spreads internationally, such as in the May 2026 outbreaks in the Democratic Republic of the Congo and Uganda. But that doesn't automatically make it a pandemic.",https://www.dw.com/en/ebola-in-africa-why-it-s-a-constant-threat/a-71524627?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Science,2026-06-04T10:11:33.293626,,,2026-06-04T10:11:33.293626
465,"Germany and Japan test hydrogen future with BMW, Toyota cars","During a recent visit to Japan, Germany's transport minister Patrick Schnieder toured hydrogen projects aimed at bringing the fuel into the mainstream.",https://www.dw.com/en/germany-and-japan-test-hydrogen-future-with-bmw-toyota-cars/a-77182456?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-06-04T10:11:33.293626,,,2026-06-04T10:11:33.293626
466,'From collection to connection': How museums are redefining themselves,"Gone are the days when museums were just places to see art and artifacts. On International Museum Day, DW looks at how museums are becoming unique spaces of community engagement and participation.",https://www.dw.com/en/from-collection-to-connection-how-museums-are-redefining-themselves/a-77095911?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-06-04T10:11:33.293626,,,2026-06-04T10:11:33.293626
495,Elon Musk becomes world's first trillionaire as SpaceX soars in stock market debut,Musk's AI and reusable rocket company listed on the Nasdaq stock exchange with a value of $2.2tn.,https://www.bbc.com/news/articles/c4gypy3wwl7o?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.884910,,,2026-06-12T21:12:00.884942
496,"Deal to end fighting would lead to Hormuz reopening, Iran says","The deal which will pave the way for hostilities to end is close to being finalised, the US, Iran and mediators Pakistan say.",https://www.bbc.com/news/articles/c39y02x98k8o?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.885100,,,2026-06-12T21:12:00.885111
497,"I have a duty to stay on, says Starmer, as he justifies defence spending decisions","Sir Keir Starmer argues he has made ""hard-edged"" decisions, one day after his defence secretary quit in a row over money.",https://www.bbc.com/news/articles/c621wr1zg97o?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.885226,,,2026-06-12T21:12:00.885235
498,Defence row exposes tensions over how to keep UK safe,"Ex-Defence Secretary John Healey has said the defence investment plan is ""well short of what is required"".",https://www.bbc.com/news/articles/c8d2q84y1gno?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.885386,,,2026-06-12T21:12:00.885398
499,King leads tributes to 'giant of the art world' David Hockney,"The artist, who has died at the age of 88, ""was one of life's true originals"", King Charles says.",https://www.bbc.com/news/articles/cvgjxdr27z4o?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.885575,,,2026-06-12T21:12:00.885590
500,Watch: David Beckham receives star on the Hollywood Walk of Fame,"The former footballer was joined by his wife Victoria Beckham and their children, as well as actor Tom Cruise.",https://www.bbc.com/news/videos/c1jy0444k3wo?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.885761,,,2026-06-12T21:12:00.885776
501,Palestine Action activists jailed over factory raid,The case is believed to be the first time that convictions for criminal damage have been classified as terrorism.,https://www.bbc.com/news/articles/ce950111xk7o?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.885954,,,2026-06-12T21:12:00.885967
502,Former Arsenal midfielder Thomas Partey denied entry to Canada for Ghana's World Cup opener,"Ghana midfielder Thomas Partey will miss his nation's first World Cup game in Toronto against Panama, after being denied entry to Canada.",https://www.bbc.com/sport/football/articles/cn8qgny4186o?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.886143,,,2026-06-12T21:12:00.886154
503,Watch: Four UFO videos newly declassified by US government,The eyewitness footage shows bright orbs in the sky over an undisclosed location in the northeastern US.,https://www.bbc.com/news/videos/c8e2w83kxryo?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.887076,,,2026-06-12T21:12:00.887141
504,"Grooming survivors left with criminal records still being failed, BBC told","Victims who were abused and prosecuted as children are still being failed, says grooming report author.",https://www.bbc.com/news/articles/cly7jjq8nr1o?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.887417,,,2026-06-12T21:12:00.887427
505,Delta Goodrem becomes third celebrity to join Strictly Come Dancing,Goodrem rose to fame in Australian soap opera Neighbours,https://www.bbc.com/news/articles/cg74gvy8lgjo?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.887537,,,2026-06-12T21:12:00.887546
506,World Cup kicks off in Canada with Alanis Morissette and Michael Buble performing in opening ceremony,The opening games in Toronto and Los Angeles on Friday include star-studded performances.,https://www.bbc.com/news/articles/c4g9g9xy9y7o?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.889492,,,2026-06-12T21:12:00.889529
507,Scotland's McTominay 'ready to go' after illness,"Scotland midfielder Scott McTominay takes part in training on the eve of the World Cup opener against Haiti, having missed out the previous day because of an upset stomach.",https://www.bbc.com/sport/football/articles/c78y50pmd2go?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.889781,,,2026-06-12T21:12:00.889793
508,South Africa trolled by African fans in wake of World Cup loss,The taunting reflects anger from parts of the continent over reports of xenophobia in South Africa.,https://www.bbc.com/news/articles/cm2jewrxvmjo?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.889953,,,2026-06-12T21:12:00.889964
509,"The World Cup of adverts: How brands are competing to entertain, not simply sell","Kim Kardashian, Timothee Chalamet and Susan Boyle feature in ambitious ads ahead of the World Cup.",https://www.bbc.com/news/articles/c992v43m71do?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.890328,,,2026-06-12T21:12:00.890351
510,David Hockney: Art's great innovator whose vivid paintings made him a household name,"The proud Yorkshireman, who also painted iconic pictures of America, was routinely described as Britain's greatest artist.",https://www.bbc.com/news/articles/ck77rg88gd9o?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.890622,,,2026-06-12T21:12:00.890636
511,What we know about how Northern Ireland's riots were organised,Northern Ireland has seen three nights of violence after footage of a knife attack on Monday night spread across social media.,https://www.bbc.com/news/articles/cvgjxkjp6veo?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.890789,,,2026-06-12T21:12:00.890799
512,'I've never been this good'  revolutionary immune reset puts lupus in remission,Patients on the trial have not needed medication to manage their condition.,https://www.bbc.com/news/articles/c4gy2d9y5z3o?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.891621,,,2026-06-12T21:12:00.891638
513,Why the economics make this the craziest World Cup ever,"From trade wars to soaring ticket prices, the 2026 World Cup is unlike any before it. Faisal Islam explores what this tournament reveals about our changing global economy.",https://www.bbc.com/news/articles/cpv32417nlwo?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.891772,,,2026-06-12T21:12:00.891779
514,'I spent uni savings on getting my teeth fixed' - the real cost of NHS dentist shortage,People tell BBC Your Voice the rising cost of private dentistry is putting them in a difficult position.,https://www.bbc.com/news/articles/czrx7pvx57eo?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.891885,,,2026-06-12T21:12:00.891893
515,Palestinian anger at rise in Israeli demolitions in East Jerusalem,Palestinian homes are being pulled down in occupied East Jerusalem to make way for a park.,https://www.bbc.com/news/articles/cewpwjr9rj4o?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.891991,,,2026-06-12T21:12:00.891999
516,What do Puerto Ricans think of the viral song about their homeland?,People from Puerto Rico reflect on how the catchy tune has attracted attention to where they live.,https://www.bbc.com/news/articles/cwy0v85ldyjo?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.892097,,,2026-06-12T21:12:00.892104
517,UK vows to phase out Russian diesel and jet fuel imports by new year,The ban forms part of the government's package of sanctions on Moscow due to the ongoing war with Ukraine.,https://www.bbc.com/news/articles/ceqdl8xre7qo?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.892203,,,2026-06-12T21:12:00.892210
518,"Speeding jet skiers with children on board 'remove plates to evade cameras', report says","CCTV is being used to try and catch culprits at Conwy harbour, which has seen a number of dangerous incidents recently.",https://www.bbc.com/news/articles/c9q27p2vdd9o?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.892315,,,2026-06-12T21:12:00.892322
519,Taylor Swift makes tearful 21-minute speech as she joins Songwriters Hall of Fame,The singer thanks her family as she becomes the youngest woman to be inducted into the Hall of Fame.,https://www.bbc.com/news/articles/c5yzxd0g833o?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.892423,,,2026-06-12T21:12:00.892430
520,Discovery of 1.2m jewellery prompts fresh probe into former Spanish PM,Jose Luis Rodriguez Zapatero is suspected of being unable to show proof he paid import duties on the jewellery.,https://www.bbc.com/news/articles/cjeg9p1xqdwo?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.892580,,,2026-06-12T21:12:00.892588
521,Three more men jailed for Henry Nowak protest violence,A total of 13 men have so far been jailed over the disorder in Southampton last week.,https://www.bbc.com/news/articles/c0rynjnd2xqo?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.892688,,,2026-06-12T21:12:00.892696
522,French town buries murdered child as questions mount over police failings,"The prime suspect in the killing of Lyhanna, 11, was reported to police nine months prior but never questioned.",https://www.bbc.com/news/articles/cy9rq21dqego?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.892799,,,2026-06-12T21:12:00.892806
523,Boys' sentences for rape to be reviewed in July,The case has been referred to the Court of Appeal under the unduly lenient scheme.,https://www.bbc.com/news/articles/c862w26zwggo?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.892900,,,2026-06-12T21:12:00.892907
525,The Keir Starmer Interview: The Analysis,Adam and Chris breakdown the Keir Starmer interview.,https://www.bbc.co.uk/sounds/play/p0nq8mmz?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.893093,,,2026-06-12T21:12:00.893100
526,Profile: Bradford celebrates David Hockney,David Hockney: iconic British artist.,https://www.bbc.co.uk/sounds/play/m002m914?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.893330,,,2026-06-12T21:12:00.893338
527,"Bellingham set to start, but no Guehi - England's expected team","Jude Bellingham is expected to start England's opening game of the 2026 World Cup, as Marc Guehi could start on the bench.",https://www.bbc.com/sport/football/articles/cx2dn77m8gwo?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.893444,,,2026-06-12T21:12:00.893451
528,'Toronto erupts' - Larin equalises for Canada,Substitute Cyle Larin equalises for Canada against Bosnia-Herzegovina at the Toronto Stadium at the 2026 World Cup.,https://www.bbc.com/sport/football/videos/cp8lngn61kro?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.893552,,,2026-06-12T21:12:00.893559
529,Boulter stuns Rybakina at Queen's for biggest career win,An inspired Katie Boulter celebrates the biggest win of her career by ranking as she beats world number two Elena Rybakina to reach the Queen's semi-finals.,https://www.bbc.com/sport/tennis/articles/c1wyq5r20djo?at_medium=RSS&at_campaign=rss,BBC,Inconnu,General,2026-06-12T21:12:00.893665,,,2026-06-12T21:12:00.893672
580,Pope warns people smugglers they face Gods wrath,Migration has been a central theme throughout Pope Leo's weeklong tour of Spain.,https://www.aljazeera.com/news/2026/6/12/pope-warns-people-smugglers-they-face-gods-wrath?traffic_source=rss,Al Jazeera,Inconnu,News,2026-06-12T21:12:05.284174,,,2026-06-12T21:12:05.284200
581,"New York City catches World Cup fever amid transit chaos, high costs",World Cup preparations are underway in New York City with more than one million visitors expected.,https://www.aljazeera.com/video/newsfeed/2026/6/12/new-york-city-catches-world-cup-fever-amid-transit-chaos-high-costs?traffic_source=rss,Al Jazeera,Inconnu,Sport,2026-06-12T21:12:05.284319,,,2026-06-12T21:12:05.284330
582,USA vs Paraguay live: World Cup 2026,"Follow our live build-up, with full opening ceremony and team news coverage, before our text commentary stream.",https://www.aljazeera.com/sports/liveblog/2026/6/12/usa-vs-paraguay-live-world-cup-2026?traffic_source=rss,Al Jazeera,Inconnu,Sport,2026-06-12T21:12:05.284433,,,2026-06-12T21:12:05.284444
583,US Congressman says Trump wont send loads of money to Iran,"US House Republican Ryan Zinke says President Donald Trump wants a deal with Iran, but will not provide funding.",https://www.aljazeera.com/video/newsfeed/2026/6/12/us-congressman-says-trump-wont-send-loads-of-money-to-iran?traffic_source=rss,Al Jazeera,Inconnu,Show Types,2026-06-12T21:12:05.284551,,,2026-06-12T21:12:05.284560
584,Clashes break out at DRC rally against presidential term-limit change,Police dispersed the crowds with tear gas as opposition and pro-government activists clashed.,https://www.aljazeera.com/news/2026/6/12/violence-breaks-out-at-drc-rally-against-presidential-term-limit-change?traffic_source=rss,Al Jazeera,Inconnu,News,2026-06-12T21:12:05.284662,,,2026-06-12T21:12:05.284671
585,"Putin admits Ukraine attacks hitting Russian economy, society","Ukraine has increasingly targeted Russian refineries, depots and pipelines, as well as fuel supplies in Crimea.",https://www.aljazeera.com/news/2026/6/12/putin-admits-ukraine-attacks-hitting-russian-economy-society?traffic_source=rss,Al Jazeera,Inconnu,News,2026-06-12T21:12:05.284773,,,2026-06-12T21:12:05.284782
586,UK court jails Palestinian Action activists on terrorism charges,"Quartet convicted on criminal damage and GBH charges, but judge insists raid on Israel arms company was 'terrorist act'.",https://www.aljazeera.com/news/2026/6/12/uk-court-jails-palestinian-action-activists-on-terrorism-charges?traffic_source=rss,Al Jazeera,Inconnu,News,2026-06-12T21:12:05.284905,,,2026-06-12T21:12:05.284914
587,Can Pakistan push the US-Iran deal over the finish line?,"Pakistan says a final peace deal text has been agreed between the US and Iran, with only next steps left to finalise.",https://www.aljazeera.com/video/newsfeed/2026/6/12/can-pakistan-push-the-us-iran-deal-over-the-finish-line?traffic_source=rss,Al Jazeera,Inconnu,Show Types,2026-06-12T21:12:05.285018,,,2026-06-12T21:12:05.285027
588,How the Gulf will manage collective security after the Iran war ends,An Iran-US deal could provide an opportunity for Gulfs to review their security arrangements.,https://www.aljazeera.com/news/2026/6/12/how-the-gulf-will-manage-collective-security-after-the-iran-war-ends?traffic_source=rss,Al Jazeera,Inconnu,News,2026-06-12T21:12:05.285126,,,2026-06-12T21:12:05.285135
589,Sam Bankman-Fried loses appeal to overturn fraud convictions and prison,"If the former crypto billionaire loses all remaining avenues, he would be eligible for release in 2044.",https://www.aljazeera.com/economy/2026/6/12/sam-bankman-fried-loses-appeal-to-overturn-fraud-convictions-and-prison?traffic_source=rss,Al Jazeera,Inconnu,News,2026-06-12T21:12:05.285236,,,2026-06-12T21:12:05.285245
590,US judge refuses to block Trumps White House UFC fight,Federal judge rules UFC fight at White House on Trumps birthday can proceed despite legal challenges.,https://www.aljazeera.com/news/2026/6/12/us-judge-refuses-to-block-ufc-fight-at-white-house-event?traffic_source=rss,Al Jazeera,Inconnu,News,2026-06-12T21:12:05.285349,,,2026-06-12T21:12:05.285358
591,Venezuela hits out at Trinidad and Tobago in oil spill spat,Caracas warns of environmental and economic damage amid heightened tension with its neighbour.,https://www.aljazeera.com/news/2026/6/12/venezuela-hits-out-at-trinidad-and-tobago-in-oil-spill-spat?traffic_source=rss,Al Jazeera,Inconnu,News,2026-06-12T21:12:05.285456,,,2026-06-12T21:12:05.285465
592,Indias West Bengal pushes out Muslim Bangladeshis,Thousands of Muslim Bangladeshis have been detained or deported under West Bengal's new BJP government.,https://www.aljazeera.com/video/newsfeed/2026/6/12/indias-west-bengal-pushes-out-muslim-bangladeshis?traffic_source=rss,Al Jazeera,Inconnu,Show Types,2026-06-12T21:12:05.285573,,,2026-06-12T21:12:05.285582
593,UN adopts treaty setting standards for gig economy workers,The protections included in the world-first agreement include enforcing minimum wage requirements and obligations.,https://www.aljazeera.com/news/2026/6/12/un-adopts-treaty-setting-standards-for-gig-economy-workers?traffic_source=rss,Al Jazeera,Inconnu,News,2026-06-12T21:12:05.285684,,,2026-06-12T21:12:05.285693
594,"At least one killed and nine hospitalised in Midland, Texas shooting","Authorities in Midland, Texas, say that suspected attacker confirmed dead after shooting and standoff with police.",https://www.aljazeera.com/news/2026/6/12/at-least-one-killed-and-nine-hospitalised-in-texas-shooting?traffic_source=rss,Al Jazeera,Inconnu,News,2026-06-12T21:12:05.285795,,,2026-06-12T21:12:05.285803
595,Musk becomes first trillionaire as SpaceX debuts on Nasdaq,Musk becomes first trillionaire as SpaceX debuts on Nasdaq,https://www.aljazeera.com/video/newsfeed/2026/6/12/musk-becomes-first-trillionaire-as-spacex-debuts-on-nasdaq?traffic_source=rss,Al Jazeera,Inconnu,Show Types,2026-06-12T21:12:05.286045,,,2026-06-12T21:12:05.286064
596,Amnesty calls for Israel boycott over aggression in the occupied West Bank,Amnesty Internationals Agnes Callamard says the ethnic cleansing and annexation of the occupied West Bank is state-led.,https://www.aljazeera.com/video/newsfeed/2026/6/12/amnesty-calls-for-israel-boycott-over-aggression-in-the-occupied-west-bank?traffic_source=rss,Al Jazeera,Inconnu,Show Types,2026-06-12T21:12:05.286278,,,2026-06-12T21:12:05.286295
597,Fire rips through the worlds biggest refugee camp in Bangladesh,"A large fire broke out in the Kutupalong refugee camp in Bangladesh, the worlds biggest displacement centre.",https://www.aljazeera.com/video/newsfeed/2026/6/12/fire-rips-through-the-worlds-biggest-refugee-camp-in-bangladesh?traffic_source=rss,Al Jazeera,Inconnu,Show Types,2026-06-12T21:12:05.286503,,,2026-06-12T21:12:05.286514
598,Iran: No timeline yet for signing US deal,"Pakistani Prime Minister Shehbaz Sharif says a ""final, agreed upon text"" of a US-Iran peace deal has been reached.",https://www.aljazeera.com/video/newsfeed/2026/6/12/iran-no-timeline-yet-for-signing-us-deal?traffic_source=rss,Al Jazeera,Inconnu,Show Types,2026-06-12T21:12:05.286630,,,2026-06-12T21:12:05.286644
599,US to cut air and naval assets deployed for NATO operations in Europe,Reported plans expand the,https://www.aljazeera.com/news/2026/6/12/us-to-cut-air-and-naval-assets-deployed-for-nato-operations-in-europe?traffic_source=rss,Al Jazeera,Inconnu,News,2026-06-12T21:12:05.286793,,,2026-06-12T21:12:05.286809
600,US judge extends block on Trumps $1.8bn anti-weaponisation fund,Justice Department had walked back controversial plan after meeting backlash from lawmakers and lawsuits.,https://www.aljazeera.com/news/2026/6/12/us-judge-extends-block-on-trumps-1-8bn-anti-weaponisation-fund?traffic_source=rss,Al Jazeera,Inconnu,News,2026-06-12T21:12:05.286976,,,2026-06-12T21:12:05.286992
601,Irans foreign minister says ceasefire deal with US has never been closer,"Statement comes as US, Iran officials caution against media reports on terms of possible agreement.",https://www.aljazeera.com/news/2026/6/12/pakistan-says-final-agreed-upon-text-of-iran-war-ceasefire-deal-reached?traffic_source=rss,Al Jazeera,Inconnu,News,2026-06-12T21:12:05.287099,,,2026-06-12T21:12:05.287108
602,Pro-Russian opposition party calls for Armenian election result annulment,Strong Armenia claims that incumbent Civil Contract party won Sunday's election due to voting irregularities.,https://www.aljazeera.com/news/2026/6/12/pro-russian-opposition-party-calls-for-armenian-election-result-annulment?traffic_source=rss,Al Jazeera,Inconnu,News,2026-06-12T21:12:05.287219,,,2026-06-12T21:12:05.287228
603,USA vs Paraguay: World Cup fever grips Los Angeles despite Trump policies,Fans in FIFA World Cup host city Los Angeles criticise the organisers and travel policies but are eager for the action.,https://www.aljazeera.com/sports/2026/6/12/usa-vs-paraguay-world-cup-fever-grips-los-angeles-despite-trump-policies?traffic_source=rss,Al Jazeera,Inconnu,Sport,2026-06-12T21:12:05.287330,,,2026-06-12T21:12:05.287339
604,"SpaceX IPO debuts in US markets, Musk becomes worlds first trillionaire",The landmark listing cemented Musk's status as the first trillionaire and propelled SpaceX into ranks of most valuable.,https://www.aljazeera.com/economy/2026/6/12/spacex-ipo-debuts-in-us-markets-musk-becomes-worlds-first-trillionaire?traffic_source=rss,Al Jazeera,Inconnu,News,2026-06-12T21:12:05.287449,,,2026-06-12T21:12:05.287458
605,World Cup: Ghana's Partey denied entry to Canada,"Thomas Partey, who has pleaded not guilty to several rape and sexual assault charges in the United Kingdom, has been refused a Canadian visa. He will therefore miss his team's World Cup game against Panama in Toronto.",https://www.dw.com/en/world-cup-ghana-s-partey-denied-entry-to-canada/a-77530436?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-12T21:12:06.974254,,,2026-06-12T21:12:06.974304
606,SpaceX IPO makes Musk a paper trillionaire,"Elon Musk's SpaceX company has floated on the Nasdaq stock exchange, with shares climbing more than 25% above the opening price. This makes Musk the world's first paper trillionaire, at least by market capitalization.",https://www.dw.com/en/spacex-ipo-makes-musk-a-paper-trillionaire/a-77529579?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-12T21:12:06.974499,,,2026-06-12T21:12:06.974513
607,"Iran, US say deal to end war 'has never been closer'","Iran's foreign minister and the US president have both stated that an agreement to end the war in Iran could be imminent. Mediators in Pakistan say they are working ""to finalize the next steps."" DW has more.",https://www.dw.com/en/iran-us-say-deal-to-end-war-has-never-been-closer/live-77520654?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-12T21:12:06.974628,,,2026-06-12T21:12:06.974638
608,German students up in arms about funding cuts,"Germany's research minister, Dorothee Bar, says the situation of German students is ""very privileged"" and has rejected reform of the Federal Training Assistance Act (BAfoG), thereby turning many students against her.",https://www.dw.com/en/german-students-up-in-arms-about-funding-cuts/a-77528594?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-06-12T21:12:06.974768,,,2026-06-12T21:12:06.974778
609,German court holds Google liable for fake AI answers,Judges in Bavaria drew a distinction between standard search engine results and AI-generated summaries. They ruled that tech giants themselves are responsible for the content of answers provided by AI.,https://www.dw.com/en/german-court-holds-google-liable-for-fake-ai-answers/a-77527661?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-12T21:12:06.974887,,,2026-06-12T21:12:06.974944
610,Iran-US deal: What are the main sticking points?,"The US and Iran may be nearing a breakthrough, according to Donald Trump. DW looks at what has emerged so far, and the key risks and challenges shaping any possible agreement.",https://www.dw.com/en/iran-us-deal-what-are-the-main-sticking-points/a-77526613?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-06-12T21:12:06.975065,,,2026-06-12T21:12:06.975075
611,Sahel juntas are 'crushing' basic freedoms,"In the Sahel countries of Mali, Burkina Faso, and Niger, military rulers are increasingly clamping down on press freedom and freedom of expression. Many journalists, bloggers and activists have been forced into exile.",https://www.dw.com/en/sahel-juntas-are-crushing-basic-freedoms/a-77500618?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-06-12T21:12:06.975186,,,2026-06-12T21:12:06.975196
612,Curacao's World Cup dream: 'Nothing is impossible',Curacao is the smallest nation ever to qualify for a World Cup. The Caribbean island is abuzz ahead of their first match on football's biggest stage  against four-time champions Germany.,https://www.dw.com/en/curacao-s-world-cup-dream-nothing-is-impossible/a-77464061?maca=en-rss-en-all-1573-rdf,DW,Inconnu,NRS-Import,2026-06-12T21:12:06.975315,,,2026-06-12T21:12:06.975325
613,Why is Bulgaria banning arms supplies to Ukraine?,"Bulgaria's new government has banned state arms supplies to Ukraine. The ban does not, however, affect commercial exports, raising the question as to whether the move was aimed more at a domestic audience than at Kyiv.",https://www.dw.com/en/why-is-bulgaria-banning-arms-supplies-to-ukraine/a-77523515?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-12T21:12:06.975436,,,2026-06-12T21:12:06.975446
614,India bets big on domestic drones for future warfare,"India is preparing to place its largest-ever military drone order, a procurement worth more than $2 billion that could rapidly expand the country's unmanned warfare capabilities.",https://www.dw.com/en/india-bets-big-on-domestic-drones-for-future-warfare/a-77523962?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-06-12T21:12:06.975553,,,2026-06-12T21:12:06.975564
615,Why bear attacks are rising fast in Japan,"Experts say bears are less afraid of humans as hunter numbers fall, pushing them beyond their traditional habitats in search of food.",https://www.dw.com/en/why-bear-attacks-are-rising-fast-in-japan/a-77521911?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-06-12T21:12:06.975696,,,2026-06-12T21:12:06.975707
616,Germany news: Pistorius asks for time mulling next-generation jet FCAS replacement,"Germany's defense minister says the government needs time to evaluate a bid for a new possible military jet project. A nine-year Franco-German endeavor, the FCAS, collapsed this week.",https://www.dw.com/en/germany-news-pistorius-asks-for-time-mulling-next-generation-jet-fcas-replacement/live-77523802?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-12T21:12:06.975824,,,2026-06-12T21:12:06.975834
